title T3s C3s A3s G3s CAI CBI Fop Nc GC3s GC L_sym L_aa Gravy Aromo 
NM_004493.2 0.2455 0.3773 0.2000 0.3731 0.074 0.014 0.384 49.51 0.620 0.582 255 261 0.232950 0.045977 
NM_017765.2 0.1165 0.5622 0.0480 0.4601 0.056 0.024 0.378 35.32 0.856 0.619 278 291 0.447079 0.116838 
NM_018396.2 0.3746 0.3127 0.2921 0.3506 0.092 -0.012 0.402 55.62 0.489 0.472 366 378 -0.504233 0.108466 
NM_020233.4 0.4364 0.2945 0.3620 0.2249 0.140 0.029 0.427 51.25 0.390 0.426 328 342 -0.463743 0.128655 
NM_024715.3 0.3379 0.2897 0.2873 0.3180 0.074 -0.020 0.369 56.10 0.485 0.508 344 360 -0.134167 0.083333 
NM_004607.2 0.2857 0.2698 0.4719 0.3171 0.160 0.087 0.466 52.37 0.417 0.420 103 108 -0.944444 0.037037 
NM_018233.3 0.3823 0.3266 0.2781 0.3599 0.141 0.095 0.467 55.64 0.500 0.458 520 542 -0.680996 0.108856 
NM_006251.5 0.4241 0.2098 0.4069 0.2373 0.110 -0.018 0.390 53.07 0.340 0.416 539 559 -0.461002 0.082290 
NM_003574.5 0.3652 0.2348 0.4118 0.2417 0.098 -0.029 0.379 54.10 0.375 0.438 280 294 -0.510204 0.054422 
NM_032558.2 0.3214 0.3143 0.2487 0.3079 0.070 -0.031 0.361 58.28 0.511 0.509 479 506 0.503162 0.118577 
NM_032560.4 0.4219 0.2045 0.4345 0.2482 0.116 -0.006 0.403 51.67 0.337 0.402 790 820 -0.431951 0.080488 
NM_017670.2 0.1850 0.5700 0.0900 0.5243 0.095 0.079 0.462 40.26 0.793 0.566 266 271 -0.551661 0.107011 
NM_001605.2 0.3014 0.3853 0.1948 0.3927 0.097 0.026 0.411 50.53 0.601 0.532 936 968 -0.304236 0.073347 
NM_152734.3 0.3321 0.3467 0.2558 0.3502 0.113 0.045 0.421 51.76 0.531 0.495 335 354 -0.208474 0.107345 
NM_152455.3 0.3412 0.3017 0.3184 0.3262 0.084 -0.016 0.377 51.12 0.484 0.505 832 852 -0.905047 0.073944 
NM_017856.2 0.3034 0.3708 0.2632 0.3832 0.089 0.011 0.397 55.70 0.568 0.532 229 242 -1.073967 0.115702 
NM_002643.3 0.3579 0.2158 0.4465 0.1986 0.105 0.050 0.428 43.04 0.332 0.382 208 219 0.714155 0.146119 
NM_006819.2 0.2540 0.4286 0.2688 0.4218 0.097 -0.017 0.393 50.06 0.613 0.506 524 543 -0.937569 0.075506 
NM_006954.1 0.4269 0.2398 0.4555 0.2903 0.113 -0.042 0.405 46.60 0.369 0.399 796 811 -0.979162 0.094945 
NM_005701.3 0.3248 0.3650 0.2510 0.3532 0.109 0.054 0.426 52.99 0.551 0.495 343 360 -0.649722 0.094444 
NM_017580.2 0.4440 0.1913 0.3805 0.2520 0.114 0.063 0.430 52.27 0.341 0.445 675 708 -0.527825 0.091808 
NM_032226.2 0.4207 0.2821 0.3974 0.2562 0.137 0.019 0.425 56.32 0.389 0.426 527 543 -1.144383 0.073665 
NM_003185.3 0.1397 0.4357 0.1726 0.4027 0.038 -0.160 0.246 49.95 0.725 0.669 1071 1085 -0.295392 0.020276 
NM_015514.1 0.3946 0.2332 0.2724 0.3725 0.088 0.000 0.387 54.19 0.477 0.483 302 311 -0.778457 0.032154 
NM_016018.4 0.4343 0.2051 0.4204 0.2483 0.113 -0.009 0.395 52.31 0.340 0.425 984 1017 -0.876794 0.065880 
NM_014042.2 0.3947 0.3684 0.2368 0.4932 0.093 -0.197 0.330 47.56 0.571 0.507 112 121 -1.453719 0.066116 
NM_005216.4 0.2333 0.4923 0.1131 0.4006 0.083 0.015 0.401 47.83 0.711 0.557 446 456 -0.047588 0.122807 
NM_018293.2 0.5191 0.1573 0.4556 0.2098 0.129 -0.025 0.407 46.83 0.264 0.372 572 581 -0.760413 0.065404 
NM_014299.2 0.2074 0.4767 0.2061 0.3996 0.087 -0.012 0.393 48.40 0.674 0.558 699 722 -0.963158 0.047091 
NM_032193.3 0.1176 0.4779 0.1353 0.4688 0.043 -0.110 0.296 45.33 0.786 0.669 159 164 -0.301829 0.060976 
NM_014507.3 0.1391 0.4503 0.1333 0.4392 0.035 -0.109 0.276 41.43 0.764 0.678 174 180 0.136667 0.077778 
NM_004427.3 0.1984 0.4737 0.1953 0.3975 0.079 0.026 0.399 45.48 0.684 0.574 313 323 -0.608669 0.055728 
NM_003000.2 0.2995 0.4194 0.2562 0.3102 0.112 0.072 0.440 56.46 0.560 0.500 266 280 -0.408214 0.082143 
NM_000696.3 0.3582 0.3005 0.2918 0.2869 0.091 0.013 0.400 59.27 0.466 0.494 498 518 -0.004054 0.083012 
NM_023923.3 0.3574 0.2870 0.3632 0.2242 0.116 0.090 0.439 55.38 0.407 0.485 695 712 -0.885674 0.035112 
NM_004859.3 0.4593 0.2246 0.3515 0.2661 0.119 0.029 0.421 51.74 0.366 0.422 1616 1675 -0.242746 0.096119 
NM_020642.3 0.2722 0.3018 0.2892 0.3642 0.071 -0.014 0.363 55.98 0.539 0.544 204 210 -0.597619 0.061905 
NM_032683.2 0.1264 0.5115 0.1234 0.4211 0.050 0.021 0.361 40.57 0.789 0.642 194 206 0.112136 0.140777 
NM_007171.3 0.1741 0.4553 0.1630 0.4275 0.073 0.052 0.407 48.80 0.719 0.569 700 747 0.186881 0.117805 
NM_001042371.2 0.0873 0.6000 0.0584 0.4395 0.048 -0.068 0.313 31.68 0.875 0.692 313 321 0.023365 0.062305 
NM_001013657.2 0.2593 0.3580 0.1759 0.4198 0.060 -0.013 0.353 50.10 0.634 0.589 377 385 -0.140260 0.072727 
NM_018107.4 0.4051 0.2890 0.2175 0.3035 0.083 -0.033 0.347 47.95 0.478 0.532 412 423 -0.627896 0.061466 
NM_182972.2 0.1250 0.4918 0.1336 0.4277 0.044 -0.081 0.298 43.53 0.779 0.676 574 587 -0.495911 0.037479 
NM_018149.6 0.3922 0.2682 0.3342 0.2521 0.096 0.023 0.391 54.28 0.413 0.486 962 991 -0.471544 0.079717 
NM_020195.2 0.1928 0.4458 0.2190 0.3144 0.069 -0.010 0.356 51.30 0.644 0.604 284 293 0.092491 0.075085 
NM_004500.3 0.4083 0.2752 0.2793 0.3538 0.097 -0.060 0.367 54.49 0.472 0.479 286 293 -1.007850 0.051195 
NM_014803.3 0.4702 0.1618 0.4808 0.1890 0.132 0.007 0.416 44.42 0.263 0.362 1447 1483 -0.656440 0.062036 
NM_014739.2 0.4612 0.1925 0.4211 0.2017 0.139 0.102 0.448 49.73 0.306 0.425 905 920 -1.631087 0.072826 
NM_001077637.1 0.3269 0.2740 0.3333 0.3146 0.079 -0.022 0.386 56.79 0.459 0.461 246 254 -0.270866 0.090551 
NM_024740.2 0.3709 0.2753 0.2916 0.3024 0.094 0.038 0.403 53.51 0.454 0.465 590 618 0.180097 0.161812 
NM_001078172.1 0.0989 0.5495 0.0494 0.5658 0.046 -0.081 0.330 35.12 0.877 0.631 106 113 -0.330974 0.132743 
NM_003192.2 0.1917 0.4662 0.1502 0.4601 0.068 0.020 0.392 42.95 0.727 0.595 337 346 -0.584682 0.066474 
NM_177452.3 0.3402 0.1753 0.3830 0.4353 0.077 -0.100 0.358 52.97 0.439 0.410 123 130 -0.058461 0.092308 
NM_203390.2 0.4199 0.2050 0.3564 0.3216 0.095 -0.009 0.377 51.15 0.392 0.465 979 1001 -1.076224 0.107892 
NM_006452.3 0.4303 0.2012 0.3988 0.2368 0.112 0.060 0.439 49.01 0.336 0.425 408 425 -0.201647 0.077647 
NM_005153.2 0.3587 0.3261 0.2760 0.2831 0.097 0.025 0.411 57.73 0.483 0.496 785 798 -0.449123 0.071429 
NM_004459.6 0.3718 0.2578 0.3762 0.2673 0.107 0.022 0.421 54.38 0.406 0.457 2826 2903 -0.846159 0.045470 
NM_032364.5 0.3363 0.2731 0.2860 0.3455 0.076 -0.000 0.364 53.66 0.494 0.535 670 702 -0.653989 0.085470 
NM_004328.4 0.2722 0.3926 0.1850 0.3696 0.070 0.019 0.385 48.92 0.618 0.558 403 419 -0.228878 0.107399 
NM_003588.3 0.4373 0.2493 0.3793 0.2461 0.134 0.046 0.437 51.26 0.368 0.398 881 913 -0.494852 0.076670 
NM_001080452.1 0.1109 0.5611 0.1060 0.4791 0.070 0.025 0.405 39.52 0.823 0.589 524 543 0.155433 0.112339 
NM_004819.2 0.1236 0.5077 0.1264 0.4959 0.059 -0.050 0.352 40.26 0.795 0.605 1232 1274 -0.197331 0.048666 
NM_017974.3 0.3172 0.3150 0.2907 0.3481 0.086 -0.003 0.391 56.29 0.514 0.503 568 588 -0.537245 0.059524 
NM_014866.1 0.2973 0.3450 0.2221 0.3360 0.070 -0.016 0.349 53.43 0.565 0.578 2298 2357 -0.606534 0.064913 
NM_016484.4 0.3565 0.3304 0.2277 0.3846 0.105 0.017 0.416 51.28 0.533 0.502 137 140 -0.592857 0.100000 
NM_013329.3 0.3973 0.2404 0.3858 0.2750 0.093 -0.040 0.371 56.14 0.390 0.450 792 815 -0.918282 0.072393 
NM_015167.2 0.2379 0.4309 0.2219 0.3806 0.092 0.058 0.429 54.49 0.634 0.533 385 403 -0.877916 0.104218 
NM_016287.3 0.3701 0.2546 0.3250 0.3203 0.115 0.067 0.432 52.54 0.452 0.473 542 553 -0.982459 0.041591 
NM_015836.3 0.2609 0.3768 0.2793 0.3358 0.093 0.028 0.414 57.83 0.560 0.512 348 360 -0.177222 0.063889 
NM_014789.3 0.3634 0.3220 0.2730 0.3961 0.087 -0.031 0.397 49.71 0.518 0.473 531 536 -0.789552 0.072761 
NM_021994.2 0.4431 0.2545 0.3810 0.2877 0.169 0.149 0.503 51.51 0.387 0.404 437 450 -0.606889 0.088889 
NM_014982.2 0.3927 0.2787 0.3131 0.2425 0.103 0.031 0.407 54.76 0.417 0.465 2283 2341 -0.284536 0.081589 
NM_002270.3 0.4514 0.2257 0.3673 0.2509 0.119 0.007 0.409 53.66 0.354 0.417 858 898 -0.121604 0.077951 
NM_002804.4 0.2130 0.4321 0.1362 0.5285 0.079 -0.028 0.388 45.64 0.726 0.557 423 439 -0.396355 0.047836 
NM_005930.3 0.4687 0.1455 0.4581 0.2042 0.124 0.062 0.416 45.43 0.271 0.415 778 804 -0.836816 0.067164 
NM_004685.3 0.4280 0.2568 0.3806 0.2494 0.129 0.039 0.430 54.11 0.377 0.406 600 621 -0.474396 0.106280 
NM_006197.3 0.4928 0.1638 0.4362 0.2165 0.120 0.009 0.410 47.08 0.287 0.401 1967 2024 -0.954298 0.047431 
NM_194280.3 0.2123 0.4340 0.1780 0.3280 0.067 0.105 0.418 46.64 0.659 0.588 232 240 0.245833 0.058333 
NM_001083614.1 0.1775 0.4388 0.1449 0.4737 0.056 -0.011 0.358 44.90 0.735 0.600 506 523 -0.289675 0.066922 
NM_003683.5 0.2175 0.3988 0.1276 0.5246 0.052 -0.042 0.346 47.60 0.728 0.596 445 461 -0.837744 0.052061 
NM_014574.3 0.4148 0.1880 0.4167 0.2387 0.087 -0.062 0.354 49.26 0.331 0.445 689 713 -0.493408 0.070126 
NM_017787.4 0.2386 0.4596 0.2129 0.3544 0.080 -0.000 0.378 45.09 0.640 0.586 336 342 -0.683626 0.070175 
NM_017706.4 0.2852 0.4066 0.1787 0.3777 0.092 0.051 0.413 46.87 0.622 0.574 368 383 -0.467624 0.060052 
NM_007282.4 0.4212 0.2669 0.4255 0.1734 0.152 0.082 0.460 48.23 0.337 0.398 374 381 -0.241995 0.076115 
NM_001039590.2 0.4688 0.1978 0.3997 0.2200 0.112 -0.013 0.390 50.82 0.315 0.412 2473 2570 -0.362841 0.086770 
NM_015601.3 0.4667 0.1758 0.4073 0.2365 0.103 -0.026 0.389 48.81 0.308 0.399 1019 1049 -0.122688 0.102955 
NM_018139.2 0.2400 0.3778 0.2133 0.4006 0.060 -0.048 0.343 53.03 0.628 0.580 823 837 -0.584110 0.057348 
NM_022495.5 0.4188 0.2061 0.4074 0.2066 0.119 0.056 0.428 51.23 0.323 0.398 891 938 0.166205 0.107676 
NM_001085458.1 0.3568 0.2917 0.2644 0.3475 0.087 -0.013 0.379 54.01 0.499 0.509 940 968 -0.728202 0.057851 
NM_021090.3 0.3197 0.3522 0.2434 0.3453 0.075 -0.068 0.343 52.19 0.547 0.527 1160 1198 -0.492654 0.066778 
NM_032125.2 0.1322 0.5517 0.0986 0.4478 0.072 0.035 0.409 44.40 0.808 0.601 193 208 0.150961 0.125000 
NM_014551.4 0.1830 0.4955 0.1134 0.4652 0.063 -0.047 0.350 43.59 0.762 0.613 286 299 -0.510368 0.056856 
NM_004966.3 0.2537 0.4209 0.2098 0.3759 0.087 0.011 0.398 48.58 0.627 0.545 399 415 -0.471566 0.106024 
NM_020727.4 0.3689 0.2970 0.3325 0.2792 0.117 0.067 0.434 55.29 0.446 0.465 1049 1066 -0.647280 0.062852 
NM_004087.2 0.4362 0.2154 0.4221 0.1960 0.112 -0.010 0.405 50.52 0.314 0.414 910 926 -0.556479 0.066955 
NM_019054.2 0.4554 0.1785 0.4335 0.2178 0.112 0.002 0.414 47.26 0.298 0.384 816 835 -0.246228 0.074251 
NM_152383.4 0.2518 0.4187 0.2239 0.3785 0.083 -0.000 0.390 50.65 0.620 0.539 861 885 -0.391977 0.071186 
NM_030912.2 0.0855 0.5843 0.0837 0.5417 0.049 -0.123 0.314 35.76 0.868 0.640 538 551 -0.529220 0.070780 
NM_018358.2 0.2478 0.3860 0.1676 0.4586 0.067 -0.022 0.363 47.96 0.664 0.565 691 709 -0.385755 0.070522 
NM_024691.3 0.4052 0.2961 0.3145 0.3064 0.100 0.010 0.406 48.13 0.451 0.462 497 510 -0.720784 0.086275 
NM_144636.2 0.2793 0.3514 0.3982 0.3271 0.111 0.018 0.427 61.00 0.493 0.499 150 155 -0.961935 0.083871 
NM_003481.2 0.2130 0.4691 0.1550 0.4480 0.087 0.016 0.405 43.79 0.707 0.572 802 835 -0.428982 0.082635 
NM_006410.4 0.3245 0.2872 0.3280 0.3297 0.118 0.072 0.428 49.21 0.483 0.479 236 242 -0.337190 0.086777 
NM_003457.3 0.4351 0.1243 0.4560 0.1694 0.096 0.056 0.404 46.39 0.243 0.483 445 478 -0.637657 0.043933 
NM_004639.3 0.3179 0.3265 0.1855 0.3485 0.063 -0.013 0.352 48.88 0.569 0.598 1096 1132 -0.373675 0.038869 
NM_021934.4 0.1818 0.4788 0.0783 0.5577 0.083 -0.012 0.407 39.95 0.794 0.578 209 218 -0.320642 0.082569 
NM_021215.3 0.3064 0.3234 0.3074 0.3423 0.078 -0.025 0.369 52.64 0.516 0.495 320 326 -0.672393 0.055215 
NM_013318.3 0.2431 0.4106 0.1986 0.3803 0.070 0.008 0.372 50.50 0.640 0.594 2161 2229 -0.970211 0.054733 
NM_032127.3 0.2785 0.3632 0.1691 0.3659 0.059 -0.018 0.331 49.17 0.617 0.602 960 986 -0.185091 0.057809 
NM_020218.1 0.2790 0.4457 0.1890 0.3875 0.098 0.020 0.411 54.84 0.633 0.518 341 354 -0.868362 0.070621 
NM_015038.1 0.3439 0.2603 0.3347 0.2663 0.106 0.059 0.419 47.57 0.433 0.524 1400 1427 -0.332516 0.037842 
NM_022489.3 0.1245 0.5192 0.1092 0.4650 0.053 -0.059 0.324 37.06 0.806 0.653 1221 1249 -0.402962 0.040833 
NM_012412.4 0.3981 0.2621 0.1947 0.3558 0.102 0.130 0.457 45.11 0.504 0.531 127 128 -0.309375 0.023438 
NM_001689.4 0.4080 0.2560 0.2479 0.2453 0.122 0.151 0.464 60.24 0.420 0.491 138 142 0.573240 0.091549 
NM_004491.4 0.3442 0.3502 0.2538 0.3503 0.105 0.038 0.427 54.57 0.529 0.477 1459 1499 -0.492395 0.077385 
NM_001099402.1 0.2561 0.3863 0.3247 0.2635 0.088 0.019 0.387 56.64 0.523 0.558 558 580 -0.691034 0.079310 
NM_003969.3 0.1667 0.5362 0.0827 0.5820 0.072 0.006 0.413 40.64 0.810 0.556 179 183 -0.516940 0.098361 
NM_173620.2 0.1452 0.4315 0.1820 0.4176 0.045 -0.090 0.287 45.28 0.720 0.632 557 585 -0.109573 0.070085 
NM_053041.2 0.2897 0.3655 0.2327 0.3907 0.073 -0.051 0.366 51.55 0.586 0.498 191 200 -0.084000 0.090000 
NM_016068.2 0.1296 0.4630 0.1452 0.5462 0.060 -0.096 0.327 34.05 0.782 0.572 147 152 -0.232895 0.078947 
NM_020151.3 0.3047 0.3584 0.1986 0.3970 0.069 -0.059 0.347 50.02 0.595 0.537 346 370 -0.569730 0.102703 
NM_014247.2 0.3682 0.2603 0.3677 0.2619 0.100 0.011 0.402 55.12 0.407 0.455 1447 1499 -0.583522 0.057372 
NM_021241.2 0.1512 0.4954 0.1587 0.3910 0.062 0.014 0.362 39.57 0.737 0.659 776 794 -0.615239 0.052897 
NM_152440.4 0.2948 0.4162 0.1862 0.3873 0.100 0.038 0.419 53.94 0.619 0.509 430 445 -0.244270 0.110112 
NM_019557.5 0.3138 0.3347 0.2415 0.3198 0.106 0.095 0.435 53.96 0.534 0.525 283 292 -0.273288 0.041096 
NM_001987.4 0.2521 0.4034 0.2380 0.3889 0.076 0.042 0.412 51.69 0.609 0.532 432 452 -0.879204 0.068584 
NM_005138.2 0.1918 0.4475 0.1190 0.4581 0.058 0.022 0.372 39.93 0.740 0.632 258 266 -0.399624 0.082707 
NM_032731.3 0.2637 0.3736 0.3371 0.3605 0.097 -0.019 0.403 53.97 0.546 0.496 119 123 -0.426016 0.113821 
NM_001099692.1 0.2906 0.3761 0.2368 0.4078 0.098 -0.051 0.381 53.86 0.585 0.515 147 154 -0.206493 0.058442 
NM_024945.2 0.4835 0.1343 0.4742 0.1898 0.120 -0.014 0.397 44.37 0.244 0.361 602 625 -0.383520 0.059200 
NM_024054.2 0.3662 0.2769 0.3684 0.2468 0.112 0.021 0.414 53.54 0.407 0.448 413 421 -0.234917 0.057007 
NM_018348.5 0.4975 0.2085 0.3422 0.2591 0.131 0.057 0.437 50.23 0.345 0.397 739 770 -0.115714 0.105195 
NM_013400.3 0.1218 0.5966 0.0860 0.4320 0.053 -0.059 0.320 35.91 0.830 0.694 560 567 -0.796473 0.061728 
NM_007145.2 0.4319 0.3286 0.3544 0.2917 0.120 -0.014 0.426 41.42 0.433 0.424 291 292 -0.877740 0.085616 
NM_001205.2 0.3019 0.3648 0.2674 0.3699 0.067 -0.104 0.336 53.87 0.555 0.478 220 228 -0.363597 0.043860 
NM_006839.2 0.3788 0.2603 0.3636 0.2533 0.114 0.067 0.429 56.09 0.402 0.476 741 758 -0.464644 0.046174 
NM_003685.2 0.2042 0.4613 0.1959 0.3601 0.063 -0.013 0.362 51.99 0.665 0.640 690 711 -0.772433 0.056259 
NM_017822.3 0.4230 0.2454 0.2670 0.3333 0.096 -0.002 0.379 52.49 0.450 0.495 480 492 -0.647358 0.042683 
NM_001100418.1 0.1060 0.4305 0.0977 0.5562 0.026 -0.203 0.224 37.28 0.828 0.690 192 201 -0.470647 0.054726 
NM_015666.3 0.1642 0.4428 0.1785 0.4295 0.057 -0.008 0.356 48.55 0.714 0.609 399 406 -0.183744 0.071429 
NM_153369.2 0.4422 0.2132 0.3170 0.2402 0.111 0.048 0.418 54.00 0.361 0.431 498 518 0.352896 0.117761 
NM_175918.3 0.2450 0.3960 0.2000 0.3301 0.046 -0.285 0.185 39.14 0.618 0.644 422 446 0.136995 0.040359 
NM_002650.2 0.1612 0.5537 0.1318 0.4374 0.089 0.050 0.429 40.98 0.765 0.569 809 854 -0.238876 0.107728 
NM_013235.4 0.3587 0.2975 0.3394 0.2904 0.096 0.028 0.403 55.59 0.451 0.480 1318 1374 -0.790247 0.089520 
NM_003680.3 0.2786 0.3490 0.2578 0.4162 0.091 0.004 0.404 51.38 0.581 0.501 513 528 -0.361553 0.073864 
NM_002384.2 0.2383 0.3931 0.2445 0.3450 0.069 -0.012 0.354 52.20 0.602 0.606 495 503 -0.783698 0.049702 
NM_014593.3 0.2256 0.4431 0.1562 0.4883 0.059 -0.092 0.329 43.03 0.704 0.602 636 656 -1.067073 0.057927 
NM_002137.3 0.4530 0.1777 0.4355 0.1841 0.085 0.003 0.378 46.18 0.285 0.454 333 341 -0.921994 0.123167 
NM_025073.2 0.2899 0.2971 0.3110 0.4211 0.102 0.047 0.429 58.33 0.536 0.485 196 207 -0.626087 0.024155 
NM_000380.3 0.3859 0.1793 0.4402 0.3166 0.095 -0.017 0.390 59.19 0.371 0.449 259 273 -0.769963 0.062271 
NM_003115.4 0.4267 0.2408 0.3639 0.2882 0.100 -0.032 0.393 54.75 0.389 0.433 488 505 -0.291881 0.097030 
NM_002812.4 0.1387 0.5438 0.1362 0.4385 0.067 0.014 0.386 43.57 0.776 0.594 339 350 -0.332286 0.094286 
NM_014920.3 0.3162 0.3221 0.3367 0.2675 0.097 0.056 0.418 53.99 0.467 0.479 610 632 -0.649684 0.083861 
NM_052870.2 0.0954 0.5706 0.0877 0.4968 0.053 -0.064 0.337 36.69 0.852 0.646 608 628 -0.407166 0.106688 
NM_006413.4 0.4027 0.2080 0.3814 0.2308 0.117 0.079 0.442 51.09 0.347 0.430 265 268 0.061194 0.059701 
NM_014887.2 0.5308 0.1686 0.4325 0.2264 0.129 -0.035 0.399 47.71 0.280 0.381 564 583 -1.026930 0.096055 
NM_001080501.2 0.2123 0.4358 0.1375 0.3544 0.046 -0.062 0.299 50.54 0.691 0.632 194 202 0.272772 0.099010 
NM_017956.3 0.3639 0.2407 0.2730 0.3675 0.076 -0.034 0.362 56.17 0.481 0.515 428 448 -0.301563 0.071429 
NM_015885.3 0.4690 0.1385 0.4301 0.2311 0.104 -0.000 0.387 46.99 0.287 0.435 1525 1555 -0.951190 0.063023 
NM_024742.2 0.1956 0.4085 0.1502 0.3750 0.042 -0.048 0.291 44.18 0.691 0.675 708 725 -0.072690 0.037241 
NM_000179.2 0.4284 0.2351 0.3356 0.2688 0.104 0.016 0.403 54.16 0.390 0.449 1314 1360 -0.499191 0.080882 
NM_014758.2 0.3022 0.3252 0.2738 0.3167 0.086 0.037 0.400 54.40 0.521 0.526 961 992 -0.178931 0.052419 
NM_014520.3 0.1371 0.4755 0.1123 0.5254 0.053 -0.070 0.328 40.80 0.799 0.613 1294 1328 -0.430347 0.055723 
NM_014155.4 0.4270 0.2700 0.3381 0.2128 0.118 0.028 0.420 55.98 0.381 0.449 441 453 -0.550994 0.061810 
NM_006930.3 0.4828 0.2500 0.3534 0.2692 0.164 0.033 0.455 60.20 0.370 0.412 154 160 -0.530625 0.056250 
NM_004992.3 0.1803 0.4648 0.2106 0.3744 0.070 -0.035 0.354 49.28 0.676 0.599 478 486 -1.077983 0.024691 
NM_001261.3 0.1638 0.5540 0.0803 0.5020 0.087 0.076 0.441 41.05 0.806 0.574 356 372 -0.375000 0.088710 
NM_003169.3 0.2120 0.4922 0.1486 0.4275 0.078 -0.027 0.384 43.89 0.713 0.583 1052 1087 -0.738363 0.073597 
NM_004550.4 0.3460 0.2834 0.2193 0.4119 0.087 0.031 0.405 48.94 0.538 0.524 437 463 -0.265875 0.097192 
NM_000268.3 0.2638 0.3769 0.2194 0.4771 0.086 0.001 0.400 53.64 0.634 0.510 565 595 -0.695294 0.073950 
NM_006384.3 0.1923 0.5064 0.1241 0.4627 0.070 -0.015 0.381 45.06 0.746 0.562 189 191 -0.317801 0.083770 
NM_001113202.1 0.3605 0.2517 0.4064 0.2486 0.128 0.119 0.486 53.64 0.386 0.464 210 215 -0.655349 0.023256 
NM_000107.2 0.2400 0.4400 0.2032 0.3549 0.088 0.054 0.419 50.51 0.635 0.545 406 427 -0.383841 0.084309 
NM_014742.3 0.2092 0.5298 0.1403 0.3939 0.102 0.102 0.469 45.97 0.716 0.529 603 642 0.197819 0.160436 
NM_001113363.1 0.3089 0.3599 0.2937 0.3321 0.113 0.078 0.439 52.84 0.526 0.484 392 413 -0.326877 0.104116 
NM_024571.3 0.1489 0.4362 0.2308 0.4742 0.074 0.023 0.424 46.98 0.696 0.545 125 132 -0.305303 0.068182 
NM_002764.3 0.3626 0.3588 0.2395 0.2961 0.134 0.069 0.456 54.57 0.505 0.476 307 318 0.033333 0.050314 
NM_007103.3 0.2181 0.4415 0.1274 0.4507 0.062 -0.078 0.335 41.57 0.712 0.605 445 464 -0.271336 0.081897 
NM_181725.3 0.3690 0.3207 0.2996 0.3386 0.095 0.002 0.408 54.97 0.488 0.471 365 378 -0.516667 0.108466 
NM_015453.2 0.4289 0.2208 0.4191 0.2178 0.121 -0.020 0.400 51.08 0.333 0.417 490 507 -0.415187 0.072978 
NM_015578.2 0.3947 0.2632 0.3892 0.1775 0.124 0.121 0.449 52.68 0.357 0.479 457 463 -0.941253 0.075594 
NM_014415.3 0.4187 0.2151 0.4173 0.2497 0.106 0.010 0.410 53.82 0.352 0.434 1027 1053 -0.696201 0.065527 
NM_003443.2 0.1403 0.5465 0.1111 0.5059 0.069 -0.038 0.375 39.00 0.804 0.627 792 803 -0.630511 0.049813 
NM_000416.2 0.4304 0.2320 0.3824 0.2249 0.124 0.014 0.429 49.00 0.349 0.409 476 489 -0.239059 0.075665 
NM_001698.2 0.2899 0.2536 0.3310 0.3060 0.057 -0.055 0.323 59.60 0.463 0.526 328 339 0.069617 0.038348 
NM_022061.3 0.1844 0.3972 0.2353 0.4062 0.058 0.027 0.373 51.21 0.651 0.575 166 175 -0.514857 0.057143 
NM_014175.3 0.4050 0.2479 0.3263 0.2523 0.110 0.071 0.412 51.75 0.399 0.473 291 296 -0.556757 0.087838 
NM_024540.3 0.2485 0.3879 0.2471 0.3544 0.089 0.017 0.404 54.00 0.591 0.542 203 216 -0.559722 0.087963 
NM_178336.2 0.2584 0.3034 0.3238 0.3048 0.052 0.012 0.345 57.50 0.509 0.569 116 123 -0.636585 0.065041 
NM_181441.2 0.1569 0.4608 0.0935 0.4808 0.036 -0.093 0.285 39.33 0.789 0.643 123 128 -0.884375 0.062500 
NM_016491.3 0.2874 0.3966 0.1781 0.3900 0.076 -0.017 0.371 55.86 0.619 0.548 412 423 -0.277541 0.099291 
NM_002755.3 0.2673 0.3927 0.1987 0.4149 0.085 0.011 0.399 50.18 0.624 0.529 378 393 -0.304580 0.063613 
NM_002294.2 0.4270 0.2669 0.3253 0.2222 0.107 -0.019 0.401 56.14 0.387 0.427 401 410 -0.043902 0.102439 
NM_016567.3 0.4120 0.2318 0.3563 0.3348 0.120 0.060 0.446 55.18 0.418 0.441 316 322 -0.666770 0.062112 
NM_016055.5 0.3000 0.3125 0.3237 0.3396 0.115 0.099 0.462 52.08 0.500 0.445 208 212 -0.254245 0.075472 
NM_000252.2 0.4392 0.2289 0.3618 0.2475 0.118 0.035 0.423 53.87 0.361 0.412 579 603 -0.434660 0.104478 
NM_002454.2 0.3594 0.2633 0.3708 0.2688 0.089 -0.031 0.373 55.07 0.413 0.464 687 698 -0.196418 0.074499 
NM_001122672.1 0.1707 0.5645 0.1396 0.4146 0.095 0.006 0.409 41.03 0.754 0.571 350 372 -0.223387 0.115591 
NM_006502.2 0.3794 0.2744 0.3316 0.2559 0.106 0.056 0.421 57.17 0.423 0.480 686 713 -0.409677 0.058906 
NM_016176.3 0.1221 0.5687 0.0736 0.5732 0.066 -0.028 0.384 39.69 0.850 0.606 341 362 -0.671547 0.080110 
NM_003011.3 0.4378 0.2378 0.4623 0.2888 0.150 -0.020 0.421 55.91 0.362 0.418 271 277 -1.318773 0.083032 
NM_012087.3 0.1634 0.5149 0.1450 0.4605 0.078 0.021 0.404 44.61 0.754 0.581 500 519 -0.610405 0.092486 
NM_015929.3 0.4456 0.2041 0.4286 0.2213 0.124 0.004 0.417 48.33 0.314 0.375 357 373 -0.233244 0.083110 
